GeneID	GSM2476152	GSM2476153	GSM2476154	GSM2476155	GSM2476156	GSM2476157	GSM2476158	GSM2476159	GSM2476160	GSM2476161	GSM2476162
390877	33	17	22	26	23	14	21	19	35	26	28
8570	9486	13352	8704	12191	13898	10861	12195	9620	8567	8717	8648
100500888	261	387	252	347	462	301	327	271	230	260	238
284427	3	27	14	14	5	12	51	12	15	25	8
79085	1076	4183	2529	1899	946	2514	6899	1926	4656	4971	2708
92359	0	1	0	0	0	0	77	3	7	3	1
79958	8	1	4	2	0	1	204	1	14	8	1
10382	1080	1554	3	2	1	1	22	3	156	558	1
8744	446	614	952	57	33	83	2216	489	1270	3313	464
970	5	3688	616	525	299	67	8881	1320	8050	17283	1878
8740	0	2	12	14	0	1	6	1	2	23	0
718	25	173	22857	2426	47	119	21273	1671	3850	28417	1161
56927	1593	1724	3023	1898	1799	1322	4917	1844	2210	2170	2120
102465474	2	3	4	3	2	2	4	5	1	3	3
9322	3004	2846	2838	4330	2787	2277	5907	2842	2891	4518	3104
107985302	30	18	49	41	35	48	57	26	50	110	89
10045	40	45	33	37	22	75	771	56	132	147	20
7409	21	1	0	0	0	0	53	1	0	0	2
2015	5	2190	2	41	124	50	1	362	0	1641	0
105372256	0	0	0	0	0	0	0	1	0	1	0
326342	2	6	1	9	0	4	1	133	1	82	0
497049	0	0	0	2	0	0	0	1	0	0	0
112268245	0	0	0	1	0	0	0	0	0	0	0
729458	0	0	0	0	0	0	0	0	0	1	0
284428	0	0	0	0	0	0	0	0	0	0	0
653656	0	0	0	0	0	0	0	0	0	0	0
125997	0	0	0	0	0	0	0	0	0	1	0
653657	0	0	0	0	0	0	0	0	0	0	0
79230	254	349	235	277	256	214	270	174	243	338	281
3643	652	398	415	656	518	418	2164	833	1022	752	1266
23370	1465	3734	1547	3693	4389	5833	3184	2270	1986	1625	1675
107985284	1	2	1	0	0	0	1	1	4	1	1
92960	19	79	76	13	27	16	93	104	254	95	134
374877	9	4	1	2	1	2	5	2	2	5	1
105372261	12	34	12	16	19	15	19	22	9	24	23
140467	1222	2633	1583	1880	1103	786	3547	2790	2087	1742	2940
57192	684	1179	449	967	833	773	638	536	539	636	569
10908	2373	6868	2928	5750	4380	3386	4952	6495	3930	4982	5671
57662	28	16	1	5	1	5	547	1	264	28	9
102465475	0	0	0	0	0	0	0	0	0	0	0
56949	1799	3472	1684	3380	3232	1896	2423	3614	2228	1908	2149
100131801	591	903	729	1022	990	678	709	920	788	703	720
126006	5	15	10	41	19	3	46	15	42	17	18
6813	957	1064	1400	3010	1225	1327	5120	435	2368	1572	1721
56729	0	0	0	0	0	0	0	0	0	0	0
199675	0	1	14	12	0	0	2	7	0	1	0
126003	749	2108	1015	1375	911	877	1466	1879	1095	1252	1175
2208	0	0	0	0	0	0	0	0	0	0	0
105372262	0	0	0	0	0	0	0	0	0	0	0
339390	0	0	0	0	0	0	0	0	0	0	0
30835	0	23	21	59	0	1	15	414	255	102	5
10332	0	2	0	4	0	0	1	1	0	1	0
105372263	0	1	0	0	0	0	0	0	0	0	0
440508	0	2	0	2	0	0	0	0	0	0	0
115704	1012	3010	1976	1341	597	1157	1895	1900	1208	1704	1149
80164	32	34	13	17	0	15	86	21	57	139	171
388499	1	2	0	2	0	1	0	0	2	1	0
80131	213	1574	340	1170	285	320	1667	674	521	1000	497
5609	1340	1562	1414	2211	2048	1511	1722	1506	1701	1524	1727
100507588	22	420	134	496	47	2	21	208	73	193	280
6618	1145	1544	1209	1220	1267	983	1054	1448	1160	936	1200
404217	402	1184	327	659	128	271	188	228	1135	469	560
10469	1705	2042	1147	2671	1909	1166	1499	1268	1267	1020	946
1994	3730	4718	3586	4566	6306	4783	4213	3495	3954	3674	3752
105372266	9	12	5	6	6	10	8	35	8	24	20
6370	0	1	1	1	0	0	3	0	3	0	1
84467	1	2	0	0	0	0	0	3	37	3	0
79603	659	7	12	0	1	4	1228	52	680	416	722
107985282	0	0	0	0	0	0	0	1	0	0	0
51293	3980	3707	1903	2416	1319	1127	2026	1209	2317	2381	1391
4701	2063	1048	556	1172	734	828	938	906	859	1077	861
6234	5733	5444	8202	7640	5130	4656	13313	4485	6240	6912	4434
256949	18	39	18	51	15	25	20	28	26	38	24
51129	2699	1847	9058	5940	82	60	421	277	1509	10716	1842
100507567	385	461	306	386	264	217	276	292	344	393	331
100847049	0	0	0	0	0	0	0	0	1	0	0
9230	3399	5077	3412	4207	2552	2488	3039	3067	3575	4288	4211
51257	641	1247	532	907	394	294	707	727	617	1383	576
4670	11858	13757	10418	13175	20503	11721	7397	5437	8900	6129	6390
84106	0	1	0	0	0	0	3	1	8	1	2
84330	525	467	354	471	371	188	290	336	504	413	465
4542	43	8	20	6	19	12	58	102	44	19	53
81794	263	1	0	1	64	5	146	16	178	60	437
105372267	2	0	0	0	0	0	0	0	0	0	0
107983991	2	0	0	0	0	0	1	0	0	0	0
284382	0	0	0	0	0	0	0	0	0	0	0
284383	0	0	0	0	0	0	0	0	0	0	0
148156	727	565	883	1264	959	567	1501	794	1250	714	931
85509	0	0	0	0	0	0	0	0	0	0	0
94025	4	0	0	0	0	0	2	0	0	4	0
125963	0	0	0	0	0	0	0	0	0	0	0
390882	0	0	0	0	0	0	0	0	0	0	0
125962	0	0	0	0	0	0	0	0	0	0	0
390883	0	0	0	0	0	0	0	0	0	0	0
57693	2598	1814	1173	2242	1837	1064	1657	1091	1550	1168	1083
162998	0	1	0	0	2	0	26	0	66	2	4
125958	0	0	0	0	0	0	0	0	0	0	0
26648	0	0	0	0	0	0	0	0	0	0	0
374879	245	704	199	543	663	538	271	363	385	158	430
84527	557	696	575	505	281	381	473	258	436	269	301
100529215	128	120	89	120	82	52	168	85	105	113	89
7730	93	63	44	87	56	22	120	54	73	91	64
112268250	2	9	1	12	11	14	3	1	12	0	9
10781	1261	764	470	1126	1619	746	1256	676	1090	915	780
105372269	1	6	1	0	4	0	9	1	7	1	12
147741	6	139	0	2	480	2	0	0	4	0	0
105372268	8	9	4	7	3	3	5	3	10	2	1
79088	1350	1322	656	1267	1000	489	1194	609	1212	349	992
101928238	15	56	5	31	10	6	14	8	30	4	31
7675	1822	868	855	1134	1318	954	1238	455	423	607	513
105376914	0	3	0	0	1	0	0	0	0	0	0
93134	1377	1528	1508	1893	1162	795	1024	857	1727	1814	1302
284385	159	230	195	199	178	135	261	137	295	206	215
54811	1253	1445	997	2156	1338	1011	1261	486	1269	454	833
729648	3	2	4	4	3	3	3	2	2	1	4
105372270	0	1	0	1	0	0	0	0	0	0	0
162993	132	273	128	111	80	93	157	107	168	243	195
100505555	14	4	2	2	4	6	13	1	4	1	15
54850	1245	1143	950	639	925	570	1013	837	904	683	734
59286	5346	4173	3917	5291	2678	3173	4752	2839	3309	3446	2647
100996288	4	14	0	2	2	0	0	11	3	1	3
5300	2667	3650	1527	2149	2319	1985	1814	1929	1273	1906	2038
93145	78	16	160	11	96	4	2185	254	380	518	9
50509	2	1	603	2	749	1	105	1381	457	10	4
50700	0	0	0	0	0	0	0	0	0	0	1
100847093	0	0	0	0	0	0	0	0	0	0	0
388503	0	0	0	0	0	0	0	0	1	0	1
55337	1453	3406	1130	3001	699	689	1213	1370	1442	1382	1151
83854	271	540	208	510	136	130	205	221	239	246	181
56342	1269	1079	497	1380	823	688	743	439	508	409	297
692312	1388	1199	574	1521	919	765	816	619	574	519	411
692229	2	0	0	1	0	0	1	1	0	0	1
100113382	0	0	0	0	0	0	0	0	0	0	0
5032	432	547	246	401	238	325	218	273	218	218	199
8666	7559	7171	4469	8398	5411	4056	5102	5044	4284	4386	3851
1786	14756	14422	6162	10313	15015	11558	6906	4366	4842	4285	5650
9294	70	677	399	332	274	106	535	523	260	442	486
100422925	0	1	1	0	1	0	3	1	0	0	1
51073	4547	3956	1730	4634	2743	1009	2857	2210	1864	1900	1546
105372272	1	1	0	2	0	0	0	1	0	0	0
3383	78	1476	860	10906	3726	2020	4507	1860	584	1872	468
3386	1	4	1	214	8	9	8	25	3	82	16
7087	105	248	64	225	128	218	83	1106	257	468	115
100125288	58	77	53	68	62	41	73	21	58	27	28
112812	489	1012	650	789	601	300	705	422	613	514	359
125950	6176	4706	2932	5042	5002	2083	3541	3576	3093	3408	3364
3385	461	823	632	418	339	271	435	816	319	374	392
7297	5042	5526	3692	4768	4077	1859	4025	4085	2867	3357	2860
11140	12266	9442	8580	12588	8622	4220	8461	5068	5366	5273	5133
100302213	484	429	356	525	399	204	381	237	228	254	221
5141	93	213	612	2701	1166	376	933	413	447	417	605
9817	5830	5171	1093	5758	3804	2205	2866	2766	3676	3264	3610
53637	1	37	41	1	83	67	0	269	0	2	1
84971	1054	709	448	655	692	505	596	530	460	495	471
100302226	1	0	2	0	0	0	0	0	1	0	1
65095	2898	2809	1276	2911	2505	1601	1439	1256	1145	1197	1263
1032	316	638	250	379	659	502	285	546	160	417	1030
10053	3	552	6	358	177	168	1925	67	69	406	111
57153	2937	5897	2225	1881	1303	3583	7489	4196	8351	4603	11225
147727	975	1440	231	881	439	355	312	584	609	147	232
3609	23697	16758	12013	15939	26483	14399	12553	10243	14098	12187	11850
81890	2340	1995	1207	3666	1071	966	1399	1178	1268	1110	1132
1785	6105	8740	4351	5587	6507	5109	6070	5930	5497	4917	4981
